"Computer date","Tree ID","Date","Maple Species","Latitude","Longitude","Concrete","Habitat","Shade","Tree Circumference_in","Damage","Other Comments","Leaf Color","Leaves Dropping","Fruit","C16-D"
"10/11/2016 - 11:37am",31,"10/11/2016","Sugar Maple",44.605323,-75.167859,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",25,"Frost Crack","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:34am",34,"10/11/2016","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",39,"none","Little Jimmy","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:34am",35,"10/11/2016","Sugar Maple",44.611436,-75.16954,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",45,"","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 11:37am",38,"10/11/2016","Sugar Maple",44.610022,-75.170865,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",26,"None","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:21pm",40,"10/11/2016","Sugar Maple",44.610247,-75.169787,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",34,"White spots on trunk Moss at bottom of trunk Fungi tree leaning on it","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:26pm",41,"10/11/2016","Sugar Maple",44.608917,-75.171201,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",24,"bugs","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:22pm",43,"10/11/2016","Sugar Maple",44.611236,-75.169032,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",46,"no diseases or damages done","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:22pm",44,"10/11/2016","Sugar Maple",44.611459,-75.16959,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",48,"none","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:23pm",45,"10/11/2016","Sugar Maple",44.605323,-75.167859,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",37,"n/a","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:22pm",46,"10/11/2016","Sugar Maple",44.605492,-75.167624,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",47,"none","","Late:  Most or all leaves have turned color (more than 90%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 2:21pm",47,"10/11/2016","Sugar Maple",44.606298,-75.167596,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1023696:00:00"
"10/11/2016 - 2:22pm",48,"10/11/2016","Sugar Maple",44.605362,-75.167645,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Partially Shaded (2-5hr per day of direct sun)",35,"no","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/11/2016 - 10:53am",26,"10/11/2016","Sugar Maple",44.611458,-75.169593,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",39,"none","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023696:00:00"
"10/12/2016 - 3:20pm",46,"10/12/2016","Norway Maple",44.606164,-75.168733,"Yes","School lawn","Open (more than 5hr per day of direct sun)",46,"rotted","","Early:  Only a few leaves have turned color (less than 10%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023720:00:00"
"10/12/2016 - 3:16pm",49,"10/12/2016","Norway Maple",44.606164,-75.168733,"Yes","School lawn","Open (more than 5hr per day of direct sun)",69,"moss , missing limbs","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023720:00:00"
"10/12/2016 - 3:15pm",,"10/12/2016","Norway Maple",44.606164,-75.168733,"Yes","School lawn","Open (more than 5hr per day of direct sun)",48,"Moss/Missing bark/ Branch/ Root","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023720:00:00"
"10/12/2016 - 3:16pm",,"10/12/2016","Silver Maple",44.606164,-75.168733,"Yes","School lawn","Open (more than 5hr per day of direct sun)",85,"none","","Middle: Many leaves have turned color","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023720:00:00"
"10/12/2016 - 3:18pm",,"10/12/2016","Norway Maple",44.606164,-75.168733,"Yes","School lawn","Shaded (less than 2hr per day of direct sun)",101,"broken branches","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023720:00:00"
"11/22/2016 - 8:26am",216,"10/13/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,"none","none","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023744:00:00"
"11/22/2016 - 12:09pm",261,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",16,"","","Middle: Many leaves have turned color","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 9:09am",261,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",41,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 12:05pm",263,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"lichens,guls","","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 8:23am",263,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 1:52pm",264,"10/14/2016","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",54,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 8:23am",265,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 8:23am",265,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",29,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 9:12am",266,"10/14/2016","Norway Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"moss","","Early:  Only a few leaves have turned color (less than 10%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 12:05pm",266,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",31,"Green fungus and Leaves have holes","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 8:25am",266,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",32,"","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 12:04pm",267,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",28,"bark missing","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 1:52pm",268,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",15,"","","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 9:10am",270,"10/14/2016","Silver Maple",44.774797,-74.987287,"Yes","School lawn","Open (more than 5hr per day of direct sun)",26,"","only 40-50 yellow leaves left on the tree","Late:  Most or all leaves have turned color (more than 90%)","Middle:  Many leaves have dropped","None:  Tree is not fruiting this year","1023768:00:00"
"11/22/2016 - 8:23am",,"10/14/2016","Norway Maple",44.774797,-74.987284,"Yes","School lawn","Open (more than 5hr per day of direct sun)",8,"","none.","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023768:00:00"
"10/17/2016 - 8:11am",78,"10/17/2016","Sugar Maple",44.68034,-74.540219,"No","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Open (more than 5hr per day of direct sun)",40,"Maple cutter moth put holes in the leaves","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","Late:  Most or all fruits or seeds have been dispersed from tree (over 90%)","1023840:00:00"
"10/17/2016 - 8:12am",76,"10/17/2016","Sugar Maple",44.679465,-74.545541,"Yes","School lawn","Open (more than 5hr per day of direct sun)",22,"maple leaf cutter moth","name-abraham jamica","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023840:00:00"
"10/17/2016 - 8:13am",77,"10/17/2016","Sugar Maple",44.67984,-74.545544,"No","School lawn","Open (more than 5hr per day of direct sun)",13,"Two frost cracks, holes in the leaves.","name is margett","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023840:00:00"
"01/19/2017 - 1:46pm",254,"10/17/2016","Sugar Maple",44.3614,-75.2069,"Yes","School lawn","Open (more than 5hr per day of direct sun)",55,"None","it is very small and no fruit. leaves chage color. #natureupnorth","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023840:00:00"
"01/19/2017 - 1:46pm",252,"10/17/2016","Sugar Maple",44.36269,-75.203391,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",16,"none","are tree is name breeach                       ","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023840:00:00"
"01/19/2017 - 1:46pm",253,"10/17/2016","Sugar Maple",44.363453,-75.203058,"Yes","School lawn","Partially Shaded (2-5hr per day of direct sun)",4,"Still rotting","are tree is name breeach                       ","Early:  Only a few leaves have turned color (less than 10%)","Early:  Only a few leaves have dropped (less than 10%)","None:  Tree is not fruiting this year","1023840:00:00"
"01/19/2017 - 1:49pm",251,"10/17/2016","Sugar Maple",44.362694,-75.203534,"Yes","Natural Setting (non-developed park/refuge/nature center/open space/forest)","Shaded (less than 2hr per day of direct sun)",19,"damaged leaves","","Late:  Most or all leaves have turned color (more than 90%)","Late:  Most or all leaves have fallen (over 90%)","None:  Tree is not fruiting this year","1023840:00:00"
